"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Dominican Republic","DOM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.49","76.22","78.82","81.1","83.62","84.98","85.62","87.23","86.49","86.44","87.39","87.45","87.96","86.48","85.42","85.96","86.67","87.06","87.08","86.89","87.39","87.77","87.49","87.12","87.35","89.01","88.6","86.88","87.6","88.9","87.34","88.12","89.36","","",
"Algeria","DZA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.94","100","100","100","100","99.87","99.84","99.76","99.71","99.74","99.81","99.78","99.74","99.73","99.74","99.61","99.74","99.75","99.82","99.81","99.85","99.89","99.86","99.91","99.98","99.96","99.98","99.94","99.87","99.89","99.89","100","100","","",
"East Asia & Pacific (excluding high income)","EAP","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.9829474570165","72.4481564813853","73.0782377863809","74.3934177727003","74.9335069399512","76.3164544906741","76.9674502426528","77.1028448516642","77.0659583568437","77.4749057592964","78.4964525372059","79.3227689771928","80.4151056497699","82.4666183227779","84.2241788334025","85.4981543030435","86.3400370106279","87.2759859885986","87.4182059745597","88.0095192559054","88.7832742527973","89.4000684952903","89.1651668762968","89.0745122349893","88.6037132729143","88.3208565136654","87.4808717414911","87.1101144318644","86.7054818557939","86.4196649884132","86.1607469233744","85.8588206049256","85.444281462092","","",
"Early-demographic dividend","EAR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.7258818208018","74.3439526575482","74.7063302666562","75.2854968757604","75.7326116311628","75.9849347104365","76.185400618404","76.4989866869648","76.8420046456221","77.5264533084245","78.4727746777316","78.5026732030382","78.9905174392249","79.3971883474201","79.87772750045","80.2091252423212","80.5585292663323","81.04159285277","81.6791585739113","81.8410962706664","82.1021034378152","82.2603972409782","82.6113405497155","82.1571561151651","82.6889795831696","82.5543980043324","82.3880083446395","82.4195111977602","81.9414813796362","81.7870345543725","80.6855526762697","81.2922443076134","81.2196457930468","86.0019496193217","",
"East Asia & Pacific","EAS","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.8079188800645","77.4750561747382","78.0990970120192","78.578464729996","79.0366087681775","79.46619694478","79.8220644621975","79.8290132779594","79.3865875762519","79.8683947614659","80.5537001797908","81.036091776468","81.8365357637384","83.5126941412745","84.3910978279969","84.9371389767759","85.5520259008759","86.6227121737585","86.6485846836308","86.936245782538","87.5506205792195","89.057769116944","89.4101500961501","89.3839616872323","88.8910331980967","88.5472643340584","87.8592551657058","87.5511927266058","87.0474780366794","86.6460143524815","86.3616897653977","85.9966789556784","85.541782743536","83.0556834720695","",
"Europe & Central Asia (excluding high income)","ECA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.4424899824482","93.1437324685348","92.3004661507106","91.1754160855934","90.5135139162773","90.0835193208043","88.6016354555837","88.5348390647326","88.4727180079207","88.6673966789209","88.7648576286323","88.7437587471202","88.7560299902954","89.1595796005594","89.2388753038911","89.1022545458559","89.4010414461239","89.5987445625645","89.8970839243008","89.1492716557702","89.0674928685876","89.5638160121231","89.1914529631175","88.830667899313","88.1290092846458","86.8453509022238","87.1767961750194","87.1441860574689","86.9851307246112","85.9731386285805","85.6371172773171","85.7213916163845","85.8475409441522","81.35","",
"Europe & Central Asia","ECS","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.1820064891893","86.8694644607076","85.9002983514912","84.9308512415151","84.4622695342872","84.1639673745322","83.7563244897838","83.2133791533189","83.158598399671","82.7986667324746","82.6637926410221","82.4307424117641","82.3267701518097","82.5016438763604","82.2583068995023","82.043041523439","81.9852142514451","81.8963442270228","81.6059850916592","80.5197534596999","80.4721690395343","80.4766917774756","79.8438741610639","79.1925934177955","78.3768654130332","77.8701854341802","78.152766806464","78.2931577051714","77.9689305193537","77.0793108225336","76.4175749414675","77.1086501289852","77.5409905467591","67.8101153257189","",
"Ecuador","ECU","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.21","78.65","81.81","79.68","80.39","84.11","83.41","85.75","84.96","83.15","83.36","85.22","86.13","87.07","86.56","87.21","88.19","87.61","85.69","88.87","90.07","88.56","88.43","89.64","89.78","88.71","87.01","84.67","84.35","83.8","81.42","82.77","83.97","","",
"Egypt, Arab Rep.","EGY","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.28","90.13","90.44","90.36","89.63","90.02","90.4","90.61","91.11","90.71","90.37","91.19","91.84","92.04","92.65","93.55","93.73","93.77","94.09","94.36","94.23","94.47","94.51","94.33","94.43","94.33","94.79","94.99","94.75","94.11","93.93","94.57","94.71","","",
"Euro area","EMU","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2315386241343","80.0123449782075","79.1713131153275","78.3731651202981","78.5274793282448","78.6221668314437","78.3307556701433","77.9576291291699","78.3113040552725","77.7972697483959","77.285356573459","77.2374684586655","77.0965424138135","76.9360395289269","76.7252104636539","76.4759684867056","75.9393075526807","75.6373986859058","74.6840501909679","73.789189718666","73.1012670006605","72.7347476945451","71.8924885734632","71.1016432442924","69.8688710183945","70.2377543519538","70.6624775539088","71.1287065406595","70.0503157941896","69.3390228575862","68.0685539344089","67.9617199350733","69.016477383646","66.5680148582946","",
"Eritrea","ERI","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.35","23.18","25.53","26.79","27.86","25.1","28.77","29.24","28.23","28.77","23.68","31.69","30.98","28.9","22.41","20.96","18.99","20.49","20.71","22.59","22.1","20.2","19.79","19.29","18.99","19.01","20.53","21.25","21.18","21.74","22.43","","",
"Spain","ESP","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.37","77.94","79.24","77.68","78.59","79.6","77.86","80.06","79.53","80.98","80.56","79.77","81.39","80.76","81.77","83.41","82.5","83.13","81.75","79.57","75.82","76.33","74.83","72.37","71.32","73.07","71.99","74.17","73.17","72.1","68.7","70.32","71.76","68.51","",
"Estonia","EST","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","98.74","95.81","92.4","90.92","90.88","90.99","90.48","90.82","90.22","89.5","91.78","91.74","91.72","91.34","93.73","89.72","83.8","90.24","90.74","87.31","88.93","87.58","81.45","85.52","84.87","81.91","71.04","62.75","65.31","69.95","60.93","",
"Ethiopia","ETH","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.64","4.42","2.92","3.56","3.96","4.34","4.56","4.3","4.3","4.17","4.43","5.33","5.39","5.66","5.76","5.2","5.37","5.86","6.18","6.08","5.72","6.3","6.32","7.24","8.11","8.18","8.99","8.9","9.61","10.34","9.5","10.24","9.69","","",
"European Union","EUU","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3778869945434","80.9257610231511","80.1917279456663","79.4159848237013","79.2957438902547","79.3583852719118","79.1977763430279","78.6225035285226","78.687812888145","78.1297515840741","77.7223521181339","77.6035731158798","77.4633667989752","77.4439166556964","76.9914564487326","76.6797268947904","76.3835596449246","76.0240494909892","75.0323213945391","74.0147554077292","73.3824612239787","73.07226123195","71.9306780182102","71.1250302636231","69.9464248682166","70.2653558503933","70.5847421507687","70.9583844856407","69.9156004626602","69.0469086060391","67.8297070735814","67.9457115743053","68.6753458764793","66.2627778567129","",
"Fragile and conflict affected situations","FCS","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5040596499089","76.0422756293942","74.3261251920216","72.5400925161766","70.9445901038912","70.231294319469","68.4416301951494","68.0884492988956","66.7329474915922","66.8303115551457","67.6528393719543","67.3225046492817","67.853829305184","67.2797238006123","66.3443612430404","66.4315623239051","65.1558255190829","65.2447196467675","65.0977232904064","63.1575622236048","65.9331502255731","64.5076417893923","62.7964993141261","62.8875546911138","62.2421485895065","59.2226506186121","59.3837556708972","59.2382373437574","58.1536305961494","58.6853785672557","54.4749209759215","55.0448065473006","54.6026178679287","","",
"Finland","FIN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.76","61.68","58.98","59.58","62.4","58.98","62.35","59.62","57.29","55.84","54.41","56.59","57.68","61.04","59.19","54.04","57.73","56.53","53.52","53.87","55.19","52.87","47.7","46.96","46.23","43.46","44.22","42.22","42.34","39.79","39.27","36.31","35.74","32.66","",
"Fiji","FJI","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"France","FRA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.15","57.95","56.17","54.2","53.32","53.58","53.85","52.9","54.79","54.02","52.81","53.41","52.82","53.04","52.75","52.62","52.21","51.99","51.14","51.13","50.09","49.55","49.6","49.18","47.07","47.41","48.52","49.16","47.31","47.74","46.85","47.34","49.71","46.47","",
"Faroe Islands","FRO","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.01","31.9","34.48","36.75","28.37","32.61","34.51","34.23","36.77","33.55","32.43","35.18","28.07","23.57","20.95","21.17","19.49","18.2","17.16","16.59","18.94","26.31","30.84","22.76","25.52","24.88","25.4","19.91","22.86","21.7","21.04","21.52","22.83","","",
"United Kingdom","GBR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.65","90.2","89.21","87.79","87.8","87.71","87.57","86.72","86.77","87.24","88.41","87.82","87.81","88.07","88.56","88.09","88.56","89.58","90.17","87.34","88.37","85.83","85.46","84.28","82.96","80.84","79.95","79.08","78.28","77.87","76.21","77.54","77.21","75.54","",
"Georgia","GEO","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.84","87.18","84.57","77.98","80.45","68.29","60.54","59.87","59.14","55.7","59.01","55.09","49.59","52.15","53.78","64.42","70.41","70.69","66.79","67","64.71","72.77","74.47","70.89","72.52","75.55","75.19","74.39","74.57","77.24","77.97","75.86","78.88","","",
"Ghana","GHA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.23","16.56","16.09","17.41","17.61","18.78","19.23","20.52","26.62","25.92","28.9","32.16","36.2","37.26","36.61","37.53","43.64","45.51","46.38","46.17","50.58","49.9","53.94","52.41","52.18","56.72","57.11","51.77","56.96","58.18","61.51","65.39","62","","",
"Gibraltar","GIB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","99.98","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99","100","","",
"Guinea","GIN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.13","18.83","18.85","19.26","20.51","21.74","27.01","36.01","41.08","45.15","54.15","56.41","68.7","70.77","91.77","91.75","91.58","92.49","92.59","92.81","93.03","93.78","93.64","94.56","92.78","92.17","93.26","92.53","93.4","92.91","91.96","93.29","93.37","","",
"Greece","GRC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.56","94.06","94.32","94.16","94.27","93.85","93.46","93.4","93.96","94.06","94.39","94.19","93.86","93.77","93.57","93.22","92.68","92.94","92.64","92.19","90.19","90.65","89.94","87.79","85.85","83.86","84.54","86.34","84.9","83.16","81.17","81.81","81.71","79.08","",
"Grenada","GRD","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.86","28.61","30.97","31.73","35.61","36.68","37.76","38.3","42.28","40.24","41.43","41.41","38.1","37.06","36.29","37.49","37.25","37.64","34.68","36.01","32.39","32.54","32.06","32.99","33.71","37.37","37.09","35.21","37.67","38.62","34.51","35.64","34.57","","",
"Guam","GUM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"High income","HIC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7168143687274","85.272991291437","84.9663478668308","84.6983704001073","84.5228686955402","84.1820817951756","84.1537013698214","84.2923116970341","84.073146403785","83.8894533909715","83.9441163036788","84.0501234673778","84.0341734056229","84.3080735329399","83.9268517702005","83.6697811681916","83.4996241227882","83.712792214474","83.307936494686","82.5749904263499","82.5900382151416","83.0041365638442","83.0922852006472","82.6872512280364","82.4242261695169","82.2830248595276","82.1678007417496","82.0973146858929","81.8072441060527","81.3369753289302","80.5627596056696","80.8794834099815","81.0708930688609","76.9414859213833","",
"Hong Kong SAR, China","HKG","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","94.92","95.16","94.21","93.82","95.27","95.02","94.48","94.62","94.68","95.3","95.26","95.56","95.66","95.37","94.69","94.78","94.12","94.38","93.34","93.78","93.82","93.19","93.41","92.19","91.96","91.45","90.26","90.23","89.47","","",
"Honduras","HND","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.01","29.87","32.28","33.22","36.95","41.23","40.32","38.11","42.86","47.68","48.11","52.63","53","54.21","56.16","52.15","53.19","53.17","53.84","51.25","49.57","53.21","53.38","53.62","53.28","53.87","49.14","52.9","50.24","52.55","51.21","53.21","54.72","","",
"Heavily indebted poor countries (HIPC)","HPC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2852631278402","12.6772617938981","12.5920239055651","12.385132725253","12.3359214303602","13.1161734975226","13.828772399204","14.1609640699695","14.8206313454204","15.9435795616304","15.1352891754798","15.3392655585314","16.2905906314778","16.2420567404581","16.4516956896599","16.8986313746841","17.6513449477391","18.9343751194385","19.1985040088013","19.2515653362744","19.5143190802278","20.4213488486389","19.9809292493748","21.5299115074971","22.0315722223367","22.8441143088997","23.0318805412547","22.9591464908913","23.5731645261181","23.858352356656","22.5211103013585","23.2034239049145","23.4969560048383","","",
"Croatia","HRV","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.08","73.84","77.53","77.7","76.42","76.08","74.87","76.73","77.24","78.32","77.98","77.88","79.71","79.47","78.01","77.02","77.63","79.63","78.01","76.05","74.24","74.6","72.18","71.24","70.65","69.54","70.55","71.32","68.76","68.82","68.25","66.42","67.97","","",
"Haiti","HTI","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8","12.06","11.26","9.37","2.78","11.77","13.11","16.34","15.03","15.42","18.8","16.1","18.31","17.44","16.51","16.67","16.56","16.23","15.97","16.65","18.12","19.17","18.8","21.35","21.9","21.19","22.82","23.24","24.64","22.76","24.16","25.42","21.7","","",
"Hungary","HUN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.61","81.67","81.06","81.9","81.17","81.61","81.96","81.89","82.17","81.74","80.54","80.99","80.8","83.14","81.82","78.94","78.71","77.48","76.66","72.12","71.97","70.47","68.2","65.44","65.35","66.2","66.61","68.02","68.38","68.28","67.86","67.9","66.04","64.22","",
"IBRD only","IBD","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.0823279005869","81.7961350732459","81.3295202837625","81.1425009736091","80.8179758602241","81.1357387715462","81.1279156598851","81.0674816646422","80.987625909242","81.1396738000481","81.6246524085532","81.9442506485646","82.2667427531513","83.1661477178795","83.9092929399298","84.4561324839342","84.878314172346","85.3672827104011","85.5966707307798","85.7491961952952","86.2685540885208","86.7665219521914","86.708920415299","86.4955126316465","86.3237422154194","85.9114184990902","85.376984019704","85.146309319022","84.8349190841443","84.5003920633187","83.897297157959","84.2183425833002","83.9097110705504","70.1972270678349","",
"IDA & IBRD total","IBT","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1190504300312","78.8195175869517","78.2281824984502","78.0161055570766","77.5317422874075","77.7559641651966","77.7567388329087","77.6445430944249","77.5714107156199","77.7445321544569","78.3076139571468","78.5703712923436","78.8801943255568","79.8136505533207","80.5661882172095","81.1656464709894","81.6576424591457","82.2377827472654","82.5218376250547","82.597962555871","83.2473661875328","83.7426532613182","83.6087127838338","83.3988290286897","83.2715304881455","82.8152312404638","82.3376182337729","82.1851292563237","81.9506943381409","81.6655341333404","81.0095784338943","81.3911861294931","81.0573152939571","68.4403636513165","",
"IDA total","IDA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8728347615026","44.0983755491848","43.0627930333189","42.9584849060613","41.534599823328","40.2686297043447","41.0697356000729","41.3104016433306","42.0297314327899","42.9800076862108","44.2222259315955","44.2677730479627","44.183270317995","44.1514097180795","43.918517797344","44.4167532128216","44.7837802908303","45.435776507393","45.6958631207301","44.3414464374017","45.7479892226721","46.1809426106877","44.1391463511994","44.402176988303","45.0828717566388","44.3242427473653","45.5950073450025","46.1457474279198","46.2404743726109","46.6849134399777","46.6919169829051","47.1257646255087","46.4818204745643","19.77","",
"IDA blend","IDB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.2811973913749","61.6185112527453","61.0745926416592","61.3043800191409","59.8955086563488","57.8203261858634","58.488503350597","58.5771598879081","58.3430820333944","59.3693673826974","61.5203867738032","61.1497723153992","60.7617905475781","60.1890652798287","59.0151499103968","58.8420582910642","58.8296240290621","58.9421067283413","59.1900458502538","57.3890531728717","59.9051497331822","60.2079444174552","57.6431321303284","58.0939089603686","58.8040477577594","57.7485381876855","58.980099703621","59.3219596950001","59.3579758478175","59.686468989864","60.7626619439296","60.8234187484621","59.9072661609842","19.77","",
"Indonesia","IDN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.25","63.66","64.56","67.77","66.19","69.02","69.9","70.72","69.84","71.45","76.19","75.6","76.76","76.98","78.53","79.23","79.46","79.18","78.25","79.24","80.04","80.96","81.38","80.91","81.04","82.09","81.4","81.01","79.23","79.64","76.39","75.94","77.18","","",
"IDA only","IDX","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2920918266021","27.0877428701723","25.37776860911","24.5311350226398","23.8089401723995","24.6962751427619","25.4165817180287","25.9528573027755","27.4867796735877","28.0749254354901","28.6899596340837","29.3304749323408","29.5817722070055","30.2129996407631","30.6859721815684","31.9461458607908","32.8796303460377","34.012698711083","34.4618832686525","33.9749072671718","33.8306484465273","34.0713122728721","32.9739473536607","33.3529472877337","34.1620622994451","33.8707078931121","35.1356662689595","35.9314366679347","36.2993910225651","36.8963511100475","35.9120186901454","36.3745605514148","36.0169912437056","","",
"Isle of Man","IMN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.67","59.85","60.93","61.55","62.18","64.09","64.57","65.35","65.53","66.99","67.24","67.12","67.95","68.17","69.13","69.4","69.99","70.96","72.44","73.85","74.19","74.49","75.52","75.14","76.19","76.42","75.81","75.78","75.95","75.36","73.34","74.46","74.94","","",
"Not classified","INX","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.31","98.32","98.36","98.4","98.35","98.56","98.61","98.5","98.12","98.18","98.24","98.52","97.89","97.61","97.12","96.29","96.07","96.05","95.87","94.85","95.04","93.5","93.27","91.34","90.29","90.68","92.06","90.16","88.55","86.87","85.91","86.58","85.84","82.36","",
"Iran, Islamic Rep.","IRN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.93","98.92","98.68","98.74","99.06","99.13","99.1","99.27","99.33","99.58","99.66","99.58","99.41","99.23","99.33","98.89","98.81","98.89","99.57","99.55","99.44","99.42","99.33","98.96","98.98","99","98.56","98.66","98.58","98.39","98.81","99.12","98.76","","",
"Iraq","IRQ","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.77","99.37","99.64","99.75","99.78","99.77","99.76","99.8","99.72","99.64","99.69","99.72","99.73","99.72","99.3","97.56","96.98","97.22","97.87","97.34","97.22","97.36","96.77","96.37","96.58","96.28","97.57","98.11","98.71","97.94","97.76","98.2","98.7","","",
"Iceland","ISL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.82","29.04","31.19","31.17","31.28","30.57","31.86","31.31","30.02","26.78","24.76","25.28","25.62","25.41","26.69","26.16","22.47","18.68","18.15","17.19","11.52","10.25","10.33","10.38","10.91","11.67","12.5","11.73","11.3","11.2","10.34","11.11","11.69","10.33","",
"Israel","ISR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.19","97.23","97.34","97.32","97.42","97.47","97.44","97.5","97.35","97.38","97.36","97.31","97.09","97.08","96.81","96.77","97.09","97.18","96.62","96.51","96.45","96.58","100","99.94","99.66","99.53","99.38","99.28","99.38","98.47","97.84","97.42","97.3","96.52","",
"Italy","ITA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.44","92.9","92.58","92.27","92.09","93.03","92.62","92.44","92.29","91.84","91.73","91.4","91.04","90.22","90.41","89.8","89.19","88.18","86.84","84.85","84.63","84.47","82.2","79.97","78.59","79.41","79.87","80.09","79.02","78.87","77.58","78.28","78.73","76.77","",
"Jamaica","JAM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.06","88.27","89.1","89.72","89.62","90.58","90.85","90.62","92.19","92.38","92.56","93.53","93.16","93.37","93.62","94.35","94.45","94.21","93.29","92.35","91.62","90.59","88.98","89.26","88.72","89.04","90.42","89.92","91.16","91.8","90.03","90.97","92.07","","",
"Jordan","JOR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.13","98.2","98.53","98.45","98.47","98.55","98.59","98.57","98.56","98.54","98.46","98","97.98","96.96","97.68","97.9","97.9","98.43","98.01","97.97","97.36","96.01","97.33","97.64","97.63","97.38","96.17","96.04","94.42","93.71","92.16","90.74","91.07","","",
"Japan","JPN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6","83.93","84","82.41","82.68","81.47","81.15","80.26","79.28","80.49","80.59","80.51","81.55","83.97","82.3","81.23","81.07","83.01","82.64","80.63","80.6","89.43","94.22","94.29","94.42","93.38","92.58","91.15","88.7","88.21","88.93","86.74","87.31","84.82","",
