"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Kazakhstan","KAZ","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.95","97.24","97.56","98.09","96.58","97.26","97.2","97.37","97.64","97.61","97.25","97.49","97.93","98.51","98.96","98.67","98.83","98.89","98.95","99.05","98.79","98.93","98.88","99.19","99","98.45","98.45","98.92","99","98.59","98.43","98.46","98.15","","",
"Kenya","KEN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.63","16.68","16.44","15.79","14.81","15.79","16.59","15.79","16.98","17.37","18.81","16.83","15.95","13.54","14.15","15.41","16.86","16.48","16.87","19.09","19.77","19.13","17.23","17.82","18.64","18.71","19.56","20.46","20.44","20.18","19.56","20.8","20.2","19.77","",
"Kyrgyz Republic","KGZ","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.53","92.63","87.78","82.01","71.09","64.68","68.1","69.25","70.78","63.09","62.79","60.35","65.89","65.06","67.12","66.03","66.6","70.3","74.41","72.99","70.52","70.1","73.87","71.84","71.48","74.77","74.05","70.92","74.36","70.31","68.07","70.29","72.86","","",
"Cambodia","KHM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.08","18.25","18.53","19.53","20.14","20.39","21.23","21.26","22.36","22.39","24.44","25.7","28.08","27.69","32.14","33.76","34.04","34.28","33.66","36.82","41.64","45.56","46.83","47.16","51.91","56.33","55.82","54.93","","",
"Kiribati","KIR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.17","84.02","85.89","86.97","87.78","87.18","87.09","87.39","84.14","83.41","83.77","83.3","83.12","81.81","82.17","80.44","80.21","81.51","80.68","81.29","82.44","82.41","82.81","83.78","81.9","81.38","81.98","83.17","84.74","83.07","81.05","82.19","79.89","79.05","",
"Kuwait","KWT","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.93","99.78","99.91","99.97","99.98","99.95","99.97","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99","99.99","99.99","99.99","99.99","99.99","99.93","99.88","99.89","99.92","","",
"Latin America & Caribbean (excluding high income)","LAC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.4072452407468","69.0248956066419","69.4494718995193","69.8034294217476","70.2749585445594","70.1558810359788","70.7684996086496","71.409943021015","72.0726142558653","72.0109396222465","72.5610311673832","72.7397291780975","72.0080864423046","71.6211475706731","71.8205462670531","71.8382433954289","71.6222065530682","71.0368412881162","71.0858336902981","70.6165809126092","70.9606503118138","71.6893733350003","72.415634477497","72.6657378979418","72.7814337884834","72.0648659174075","71.2121115391138","70.5241997741741","69.5379699855807","69.3805958301086","67.2466511158326","69.4699745838441","68.3841322921014","64.6986273271196","",
"Lao PDR","LAO","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.45","18.51","18.81","19.03","19.33","19.62","23.15","22.03","23.91","26.43","28.41","29.91","31.2","33.96","34.25","50.96","70.96","78.07","78.72","76.2","74.73","74.45","74.9","","",
"Lebanon","LBN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.54","93.63","93.15","95.15","95.18","95.44","94.62","95.42","95.11","95.68","94.04","94.66","95.21","95.06","95.07","94.41","93.69","92.67","95.59","95.62","94.84","95.07","95.68","95.44","97.18","97.07","97.4","96.96","97.01","96.58","95.8","93.89","89.18","","",
"Liberia","LBR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.88","98.9","98.89","98.93","99.05","99.11","99.13","99.12","99.12","99.08","99.12","97.15","97.15","97.09","97.12","97.16","96.79","96.32","96.66","96.9","97.29","96.71","97.09","96.74","97.48","97.27","97.03","97.38","96.96","97.18","93.96","95.95","96.27","","",
"St. Lucia","LCA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.5818426479058","71.1534705879692","71.7141445996712","71.7883317192062","72.4697885649454","72.1959819376656","72.9232067014928","73.4685108299568","74.2056895728411","74.4103495835118","74.7599340141182","74.7378239654117","74.6308848790458","74.1701894180654","73.8117035603256","73.8392993276693","73.6634153789071","73.2754556032521","73.3229386388312","72.8364646253345","73.6885714240833","73.9010637419576","74.1821930632913","74.4151256892665","74.5714188008087","73.7766367216735","72.9713078272466","72.2668223439202","70.9487750385309","70.9438235268427","68.4264653954764","70.5427992349236","69.7189982393679","64.7170498709555","",
"Least developed countries: UN classification","LDC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.000705199769","15.8130491588294","15.7123899606091","15.698480967024","15.9294059339042","17.1144723559462","17.4912714457226","17.784307307585","18.2574893141289","19.5437101934734","19.6967599019382","20.4295909251533","20.4299840766586","21.4167166324069","22.0608578131945","22.4928732254682","23.7596929884864","24.8557549591963","25.4065156733541","26.0236436463925","25.8607239469313","26.1704826082533","26.3000110812585","28.5161985936049","28.8356955380054","29.4971357443216","30.6839880591152","31.66435459097","31.6629255724019","32.3819260064006","31.4103609406673","32.0445446846517","32.155459202849","","",
"Low income","LIC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.2686687405093","49.8517900797412","46.9279604014451","44.8597563542215","43.0913759002324","41.9559074365218","40.4445015289666","39.9623813514544","41.3779952119279","42.8750982386305","43.567126101804","43.4067708956573","42.7944169503146","42.8688205145514","43.2228643199327","45.4710618559209","46.1100841681267","45.7704013166394","46.608387733305","45.4433972794522","43.9004371830222","40.4650442884963","34.9605179985289","33.931964908578","34.1965880623594","29.9540245247713","28.7067826948195","33.8397906335528","33.0393327906371","34.0224099442607","31.2004781247563","29.1746658988893","29.0138239004746","","",
"Liechtenstein","LIE","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.11","25.13","24.79","29.8","31.69","33.06","37.55","37.67","38.92","39.83","43.02","43.35","44.58","46.37","45.79","45.29","43.44","45.38","44.27","44.21","43.17","51.83","55.22","48.79","53.73","55.19","61.56","60.69","58.72","60.51","58.95","58.53","53.93","","",
"Lower middle income","LMC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7277835196511","57.379119403814","57.8928971898685","58.3148023742077","58.3269511998454","59.191170438658","59.9134500014853","60.6180649114148","60.8086321831374","61.6833604150751","62.1370065771275","62.4476241569325","63.1006193327547","63.2748858564431","63.9461795674686","64.5066760793268","64.9495280841322","65.8532084512843","66.9439050135922","67.6747650502183","68.5594796036692","68.8511283891214","69.3605903104349","69.1914070523135","70.3102141972354","70.9071836769171","71.1159933962815","71.3797422496123","71.6872902991209","71.5793394549917","70.3625645910882","71.0109034210228","71.1762015116366","19.77","",
"Low & middle income","LMY","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0024949714428","73.8063471045569","73.6189201062548","73.8659128213821","73.7449990435387","74.3834911079775","74.4335707253955","74.6593430799037","74.6842603278049","75.0284429489934","75.8531202859314","76.2782612204411","76.7382012492774","77.9299658656409","79.1352805894285","79.9682914439491","80.5983138484975","81.3416116007466","81.6997265940738","82.0536533500074","82.7017915043116","83.2682291813358","83.2282536855788","83.0617863633331","82.9568150094482","82.5502193019762","81.9999744977912","81.8528163447921","81.6066904404123","81.429372554095","80.8341499369056","81.0403015467368","80.7080478473165","66.4701230794864","",
"Lesotho","LSO","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6430876525055","83.2788302637862","82.7475978585411","82.532551446246","82.1267087053284","82.4466046605645","82.6476272185294","82.4187592020254","82.4460423089079","82.3174436979913","82.6558183761656","83.1989149932267","83.4601466745364","84.4885584782611","85.2742646013816","85.9702553504053","86.4870627859123","86.9581982634493","87.0914783636255","87.2594554122929","87.8408865136419","88.4274842118566","88.209323058969","88.0899436132942","87.729162669305","87.3246956464906","86.7227844110408","86.4247038335473","86.1688366306652","85.7571808566606","85.4319617409644","85.5831495328727","85.0633550780098","59.6990489555786","",
"Lithuania","LTU","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.85","77.83","65.27","61.2","67.03","60.23","58.82","60.44","59.51","60.58","58.89","57.64","53.66","52.41","53.62","60.15","61.41","61.26","60.52","55.65","74.62","74.27","73.35","70.61","68.35","67.49","66","65.08","64.71","64.97","65.7","62.69","61.9","61.44","",
"Luxembourg","LUX","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.17","89.31","89.33","89.34","87.95","84.92","85.63","84.29","82.72","83.01","83.46","84.99","89.85","89.7","91.26","91.18","90.35","88.08","87.14","88.72","87.95","86.99","87.23","84.59","83.24","80.64","78.45","77.92","77.94","78.18","73.45","74.02","71.34","70.39","",
"Latvia","LVA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4","80.65","77.91","75.03","72.19","68.41","67.08","66.95","66.35","64.15","64.92","64.4","64","64.14","63.04","63.22","64.83","65.18","65.14","61.14","65.89","62.92","58.05","58.96","56.74","58.98","58.91","55.57","57.15","56.35","53.24","53.05","49.12","47.81","",
"Macao SAR, China","MAC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.48","84.59","85.27","86.03","86.67","87.01","86.37","86.51","86.38","86.95","86.53","87.55","87.8","87.15","81.45","84.21","84.79","85.28","86.29","86.28","87.1","88.63","89.09","88.23","88.48","88.84","88.41","88.7","88.93","90.72","90.09","90.26","90.12","","",
"Monaco","MCO","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","99.73","98.33","97.27","94.69","94.3","93.24","92.84","92.19","91.49","90.97","89.49","87.81","89.3","89.5","88.01","89.6","89.08","92.66","85.28","83.41","82.17","78.25","80.24","81.77","81.11","77.02","78.36","81.65","83.1","83.5","81.27","","",
"Madagascar","MDG","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.12","11.61","10.99","10.79","14.41","13.4","14.04","14.21","14.57","15.51","14.88","13.34","10.12","12.1","12.29","11.5","10.59","10.63","10.83","10.22","10.74","11.88","13.3","13.82","13.85","14.65","12.78","13.43","12.57","14.11","11.18","13.7","13.97","","",
"Maldives","MDV","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0712500242388","92.2416014136118","92.6358196853914","92.9555108434165","93.1840630851794","93.2549101072208","93.2950782954934","93.5248158137211","93.5230818852124","93.6877407805712","93.6817642575565","93.847898509899","93.9622719434162","93.8543222638739","93.846669304429","93.9666433639217","94.1152576853658","94.3032943636064","94.8065657917903","94.8222697844058","94.8428755207522","94.8605620743992","95.0500719446778","94.8812505760321","95.0847770863508","95.1211001256778","95.1633772934116","95.3332828485166","95.322489361903","95.2438629513924","95.2449801331528","95.0899505756139","94.6352358734039","96.52","",
"Mexico","MEX","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.35","87.4","86.95","86.97","88.2","86.19","86.24","86.66","87.16","87.09","87.32","88.28","88.58","89.06","89.03","88.76","89.16","88.97","89.93","90.58","90.7","90.63","91.06","90.56","90.21","90.03","90.04","89.16","88.99","89.12","88.47","88.64","87.94","88.66","",
"Marshall Islands","MHL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.8318533159273","74.6389166234074","74.5133370391144","74.7944811707616","74.7151136262937","75.3901365434508","75.4638708903683","75.7178377004909","75.6751298797768","75.9995085771211","76.8110143300385","77.2688666386682","77.740278884862","78.918898212584","80.0956384564379","80.89018302177","81.5010378558603","82.202256130878","82.5545920665979","82.9344631103809","83.5735855477895","84.168359563256","84.2106294756443","84.059875181803","83.9535484907437","83.5842922690647","83.0504644523012","82.8543625875641","82.5948528057753","82.3940292686017","81.8745792691076","82.0957952020731","81.7585773165945","66.4701230794864","",
"North Macedonia","MKD","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","96.76","89.49","89.13","89.27","88.79","90.88","89.49","90.86","88.7","87.32","89.8","88.41","86.22","85.03","83.45","82.68","83.65","83.24","84.36","81.33","81.71","81.38","79.17","77.44","76.25","79.08","80.68","78.86","82.46","78.38","78","82.16","","",
"Mali","MLI","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.99","100","100","100","100","100","100","100","100","100","100","100","99.97","99.96","99.95","99.94","99.93","99.91","99.9","99.88","99.39","99.01","98.66","98.36","97.62","82.64","73.86","84.71","87.06","87.45","88.58","88.08","87.17","","",
"Myanmar","MMR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.57","14.76","13.81","17.85","19.97","21.44","22.54","22.79","24.02","26.04","27.19","23.63","24.08","27.13","30.21","29.61","30.02","32.01","28.78","23.62","21.8","21.62","27.85","30.48","36.32","37.76","42.63","49.07","48.76","49.21","49.38","47.36","45.13","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.235060907324","88.349931138288","88.7384293707438","89.2271248863105","89.5653433380929","89.7520088526391","89.6444770662822","90.2301068985606","90.0553033284179","90.3838495321489","90.1610305962699","90.3410669393168","90.359369637723","90.1920782307837","90.380761285654","90.6306293098942","90.7296731705604","90.9658846455313","91.6620829723064","91.5984373243266","91.4305779428846","91.3978459126065","91.5006037209524","91.1870699030222","91.5196131453874","91.3336692303531","91.5468762644638","92.0506489965268","92.0708663611573","92.1825623868623","92.2738526230591","92.464524172672","92.0454587777997","","",
"Montenegro","MNE","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2","59.63","56.9","63.92","55.45","64.74","63.37","61.49","63.96","64.71","65.7","63.79","64.95","68.82","69.29","69.86","68.28","72.15","","",
"Mongolia","MNG","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.72","98.52","98.3","97.92","97.64","97.29","96.77","97.01","97.02","97.66","96.25","95.73","95.72","95.57","95.7","96.28","96.43","96.62","96.64","96.82","96.72","96.94","97.4","96.22","95.97","95.26","95.46","95.35","95.45","95.68","94.96","95.03","94.72","","",
"Northern Mariana Islands","MNP","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.57","5.02","5.62","6.27","5.46","5.74","5.6","6.53","5.33","5.58","7.16","6.72","6.87","7.26","6.96","6.51","7.29","11.06","10.45","10.46","12.71","14.02","13.72","18.3","19.86","21.41","23.1","22.4","22.39","22.29","19.99","23.41","24.61","","",
"Mauritania","MRT","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.45","58.45","59.04","62.67","65.87","63.29","65.39","63.78","65.48","75.81","73.86","73.52","75.42","75.84","75.46","77.39","79.49","80.32","79.37","81.04","81.61","82.43","83.12","83.64","84.44","82.2","83.94","85.1","85.54","85.85","85.95","87.3","88.94","","",
"Malawi","MWI","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.6","93.95","94.52","94.76","94.26","94.79","95.51","96.42","96.05","95.54","96.17","96.39","96.86","97.24","97.37","97.96","97.87","98.05","97.83","97.84","98.12","98.05","98.07","98","97.93","97.77","97.29","96.68","96.73","96.62","96.08","95.82","96.01","","",
"North America","NAC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1454559316454","84.3603973025356","84.3607180344033","84.7539337602261","84.4577071327423","84.1448892978493","84.2544444898841","85.254369441","85.0512581830928","84.7547881833805","84.9459330482143","85.3640521741055","85.203189984215","85.3010348087772","85.0083295884211","84.9061219291485","84.5462117545519","84.5718084303994","83.909295603613","83.1698869634884","83.2059327716273","82.6745988653419","82.5686799330777","82.0422872062913","81.9729582866145","81.9551895057763","81.5365865428368","81.2916939850486","81.3765992959515","81.2995230371197","80.1213219293721","80.7769996543337","80.8334428710242","81.0062849222117","",
"Namibia","NAM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.48","56.93","60.19","64.35","64.98","65.63","66.03","65.08","64.24","60.68","65.68","62.18","62.71","60.47","60.71","59.94","59.36","61.99","61.63","63.91","63.63","62.77","63","61.37","64.35","64.18","63.34","63.32","60","57","57.74","53.49","","",
"New Caledonia","NCL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.55","10.61","9.68","10.57","9.82","9.08","10.11","8.37","8.77","8.46","14.49","13.92","14.34","15.13","16.11","14.02","13.92","14.41","15.48","17.49","21.14","24.31","30.09","26.7","24.79","23.11","22.79","20.47","20.8","21.4","20.62","19.31","24.19","","",
"Nigeria","NGA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.81","51.25","52.52","51.46","45.06","43.4","44.56","45.81","43.18","43.53","48.94","50.18","49.48","51.42","49.23","52.14","48.98","45.79","47.17","42.39","53.09","57.13","51.89","53.9","58.23","54.66","56.44","54.86","52.42","56.73","55.14","55.75","55.72","","",
"Nicaragua","NIC","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.36","28.3","32.33","32.87","32.75","37.36","37.8","38.93","43.91","46.83","46.01","48.32","48.38","48.56","48.36","48.3","47.18","47.74","45.5","46.91","45.65","48.11","43.14","39.42","40.2","43.88","44.23","42.92","40.92","41.71","38.86","41.18","39.85","","",
"Netherlands","NLD","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.98","96.19","96","95.69","95.67","95.53","95.48","95.5","95","94.03","93.86","94.08","94.04","94.14","93.96","92.98","92.6","92.58","92.17","92.81","93.64","92.12","91.2","91.33","90.77","90.21","91.06","90.79","89.23","89.64","87.77","86.2","83.92","83.52","",
"Norway","NOR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.05","52.95","53.6","54.75","53.38","53.04","52.46","54.57","54.04","55.2","54.35","55.66","53.53","58.88","59.16","58.64","59.98","56.17","59.6","61.41","60.24","55.99","56.9","59.38","57.72","51.53","54.4","55.91","54.5","52.11","51.78","50.61","46.54","46.29","",
"Nepal","NPL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.05","6.01","6.29","6.7","7.85","8.56","8.67","9.65","9.93","12.5","11.97","12.35","10.16","10.61","9.7","10.64","8.83","8.61","9.88","11.03","12.59","12.99","15.66","15.1","16.65","15.09","20.6","23.34","25.41","22.33","27.35","28.01","26.47","","",
"Nauru","NRU","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.12","66.51","68.49","67.73","67.94","67.38","69.25","71.55","69.48","70.73","69.56","71.92","70.09","70.45","68.62","68.66","68.04","67.81","67.31","64.58","62.23","60.59","63.1","61.67","60.97","60.04","59.43","60.05","59.1","59.83","58.52","58.39","54.94","55.44","",
"OECD members","OED","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.66779238808","83.1649201157774","83.0086890126367","82.7959058021895","82.7541650668339","82.4288899111825","82.4573436990751","82.785865866664","82.5422492659593","82.4112297845498","82.5138128631562","82.5862817674548","82.5632473597315","82.8338165209392","82.4571050241201","82.1784933369108","81.9199985551423","82.1372952866872","81.5439619666855","80.7602528675798","80.6260488111174","80.9910832896017","81.0438697161892","80.5770754911651","80.1966179914742","79.9992039965596","79.811555616454","79.6569547925355","79.2553304384889","78.8144977979339","77.8142140867752","78.0463500380564","78.1500455810593","77.4821670673274","",
"Oman","OMN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99","99.99","99.99","99.93","99.92","99.67","","",
"Other small states","OSS","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.3963997828999","86.1958234194345","83.7397890538642","81.9516213011215","81.5294175758153","79.3800744308964","78.8660180887663","78.8815497271034","77.8384165215236","76.5032916844522","74.9435153242306","75.2721256207738","74.4029729963497","76.4551429443118","71.9474720953781","70.8700001578336","69.6110560633862","68.9087167852319","69.6099458294914","64.7727648359449","67.9511573342517","66.8413555118263","65.7712283784115","64.2025931622299","64.8209516315949","60.9678174581779","64.8690009675887","65.3039495155026","63.2277440376835","61.0544739495983","58.4605829642245","59.4016593675129","61.1648854825568","29.9157244895331","",
"Pakistan","PAK","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.86","52.39","53.58","54.89","55.05","55.83","57.41","57.52","57.44","59.2","58.9","58.16","57.62","58.04","59.83","59.94","60.79","62.29","61.46","60.82","60.09","59.39","59.27","59.17","60.1","60.72","62.17","63.49","64.32","63.2","66.28","65.49","63.94","","",
